entity_id,canonical_metabolite,all_metabolite_names,InChIKey,formula,n_studies_with_log2fc,n_effect_observations,n_up,n_down,mean_log2fc,median_log2fc,max_abs_log2fc,min_p_value,studies,dominant_direction,consistency_score,discordant,recurrent
IK_YGPSJZOEDVAXAB-UHFFFAOYSA-N,Kynurenine,Kynurenine,YGPSJZOEDVAXAB-UHFFFAOYSA-N,C10H12N2O3,4,4,1,3,-0.12455029225,-0.160452361,0.217591435,0.0113,33485385 | 38720721 | MTBLS11904 | ST003159,Down in PD,0.75,TRUE,TRUE
IK_OUYCCCASQSFEME-UHFFFAOYNA-N,Tyrosine,Tyrosine,OUYCCCASQSFEME-UHFFFAOYNA-N,C9H11NO3,4,4,2,2,-0.76743481125,-0.055112869999999994,3.450226358,9.3e-6,34577635 | 38516193 | 38720721 | ST001814,Discordant/tie,0.5,TRUE,TRUE
IK_VKOBVWXKNCXXDE-UHFFFAOYSA-N,arachidic acid,arachidic acid | C20:0 ceramide | FFA 20:0 | FFAD 20:0,VKOBVWXKNCXXDE-UHFFFAOYSA-N,C20H40O2,4,4,2,2,0.26637458849999995,0.2594639305,1.07293,0.006,24058461 | 33485385 | 38720721 | ST003159,Discordant/tie,0.5,TRUE,TRUE
IK_XUYPXLNMDZIRQH-LURJTMIESA-N,N-Acetyl-L-methionine,N-Acetyl-L-methionine | N-Acetylmethionine,XUYPXLNMDZIRQH-LURJTMIESA-N,C7H13NO3S,4,4,2,2,0.2565947195,0.1839351585,0.892973815,0.0035,33485385 | 38720721 | MTBLS11904 | ST003159,Discordant/tie,0.5,TRUE,TRUE
IK_GHOKWGTUZJEAQD-ZETCQYMHSA-N,Pantothenic acid,Pantothenic acid,GHOKWGTUZJEAQD-ZETCQYMHSA-N,C9H17NO5,4,4,2,2,-0.232460973,-0.10294805100000001,0.864432129,1.16e-7,33485385 | 38720721 | MTBLS11904 | ST003159,Discordant/tie,0.5,TRUE,TRUE
IK_YZXBAPSDXZZRGB-DOFZRALJSA-N,Arachidonic acid,Arachidonic acid | FFA 20:4,YZXBAPSDXZZRGB-DOFZRALJSA-N,C20H32O2,4,4,2,2,-0.06310306000000002,-0.048312481500000004,0.621488377,4e-4,33485385 | MTBLS11904 | ST001814 | ST003159,Discordant/tie,0.5,TRUE,TRUE
IK_DRTQHJPVMGBUCF-XVFCMESISA-N,Uridine,Uridine,DRTQHJPVMGBUCF-XVFCMESISA-N,C9H12N2O6,4,4,2,2,0.11713839325,0.1085629225,0.472378175,0.0105,33485385 | 38720721 | MTBLS11904 | ST003159,Discordant/tie,0.5,TRUE,TRUE
IK_MWOOGOJBHIARFG-UHFFFAOYSA-N,Vanillin,Vanillin,MWOOGOJBHIARFG-UHFFFAOYSA-N,C8H8O3,3,3,2,1,1.316088848,0.344828497,5.030063521,4.15e-4,28880465 | 38720721 | MTBLS11904,Up in PD,0.6666666666666666,TRUE,TRUE
IK_ZDXPYRJPNDTMRX-VKHMYHEASA-N,Glutamine,Glutamine | L-Glutamine,ZDXPYRJPNDTMRX-VKHMYHEASA-N,C5H10N2O3,3,3,2,1,-1.1620393693333333,0.071122855,4.689287619,7.5e-5,38516193 | MTBLS11904 | ST001814,Up in PD,0.6666666666666666,TRUE,TRUE
IK_UGQMRVRMYYASKQ-KQYNXXCUSA-N,Inosine,Inosine,UGQMRVRMYYASKQ-KQYNXXCUSA-N,C10H12N4O5,3,3,1,2,-1.325148432,-0.434402824,4.056472835,0.0686,28880465 | MTBLS11904 | ST003159,Down in PD,0.6666666666666666,TRUE,TRUE
IK_PVNIIMVLHYAWGP-UHFFFAOYSA-N,nicotinic acid,nicotinic acid | Niacin,PVNIIMVLHYAWGP-UHFFFAOYSA-N,C6H5NO2,3,3,1,2,-1.3623039526666667,-1.578380915,2.969011413,5.2e-6,38516193 | 38720721 | MTBLS11904,Down in PD,0.6666666666666666,TRUE,TRUE
IK_COLNVLDHVKWLRT-UHFFFAOYNA-N,Phenylalanine,Phenylalanine,COLNVLDHVKWLRT-UHFFFAOYNA-N,C9H11NO3,3,3,2,1,0.62232946199999994,0.021960072,2.201633861,6.74e-5,29518718 | 38720721 | ST001814,Up in PD,0.6666666666666666,TRUE,TRUE
IK_FDGQSTZJBFJUBT-UHFFFAOYSA-N,Hypoxanthine,Hypoxanthine,FDGQSTZJBFJUBT-UHFFFAOYSA-N,C5H4N4O,3,3,2,1,-0.5424594943333334,0.20669198,2.042753986,1e-4,ACS1517 | MTBLS11904 | ST001814,Up in PD,0.6666666666666666,TRUE,TRUE
IK_WHUUTDBJXJRKMK-VKHMYHEASA-N,Glutamic acid,Glutamic acid | L-Glutamic Acid | L-Glutamate | L-Glutamic Acid - H2O,WHUUTDBJXJRKMK-VKHMYHEASA-N,C5H9NO4,3,3,2,1,-0.06433726399999998,0.102613792,1.120294234,4e-6,37755270 | ST001814 | ST003159,Up in PD,0.6666666666666666,TRUE,TRUE
IK_WWNNZCOKKKDOPX-UHFFFAOYSA-N,Trigonelline,Trigonelline,WWNNZCOKKKDOPX-UHFFFAOYSA-N,C7H7NO2,3,3,1,2,-0.632521829,-0.915935735,1.084842058,0.0119,33485385 | MTBLS11904 | ST003159,Down in PD,0.6666666666666666,TRUE,TRUE
IK_WHBMMWSBFZVSSR-UHFFFAOYSA-N,3-Hydroxybutyric acid,3-Hydroxybutyric acid,WHBMMWSBFZVSSR-UHFFFAOYSA-N,C4H8O3,3,3,2,1,0.027905745000000023,0.117563035,1.070966521,0.00934,38720721 | MTBLS11904 | ST001814,Up in PD,0.6666666666666666,TRUE,TRUE
IK_UKMSUNONTOPOIO-UHFFFAOYSA-N,Behenic acid,Behenic acid | C22:0 ceramide,UKMSUNONTOPOIO-UHFFFAOYSA-N,C22H44O2,3,3,1,2,0.08788454733333333,-0.388100859,1.066792,0.01,24058461 | 37755270 | MTBLS11904,Down in PD,0.6666666666666666,TRUE,TRUE
IK_OYHQOLUKZRVURQ-HZJYTTRNSA-N,Linoleic acid,Linoleic acid | C18:2,OYHQOLUKZRVURQ-HZJYTTRNSA-N,C18H32O2,3,3,2,1,-0.009196920333333322,0.321928095,0.854648614,3.06e-4,34577635 | 38720721 | ST001814,Up in PD,0.6666666666666666,TRUE,TRUE
IK_CZWCKYRVOZZJNM-USOAJAOKSA-N,dehydroepiandrosterone sulfate,dehydroepiandrosterone sulfate,CZWCKYRVOZZJNM-USOAJAOKSA-N,C19H28O5S,3,3,1,2,-0.40052454333333337,-0.621488377,0.727379545,2.34e-4,37755270 | 38720721 | MTBLS11904,Down in PD,0.6666666666666666,TRUE,TRUE
IK_SECPZKHBENQXJG-FPLPWBNLSA-N,Palmitoleic acid,Palmitoleic acid | FA 16:1,SECPZKHBENQXJG-FPLPWBNLSA-N,C16H30O2,3,3,1,2,-0.052348211333333346,-0.197388967,0.596737682,0.00633,37755270 | MTBLS11904 | ST001814,Down in PD,0.6666666666666666,TRUE,TRUE
IK_ZQPPMHVWECSIRJ-KTKRTIGZSA-N,Oleic acid,Oleic acid | FFA 18:1,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,C18H34O2,3,3,2,1,0.185467196,0.386074483,0.4922552,0.0199,33485385 | MTBLS11904 | ST001814,Up in PD,0.6666666666666666,TRUE,TRUE
IK_BKAJNAXTPSGJCU-UHFFFAOYSA-N,4-Methyl-2-oxovaleric Acid,4-Methyl-2-oxovaleric Acid | Ketoleucine | 2-ketoisocaproic acid,BKAJNAXTPSGJCU-UHFFFAOYSA-N,C6H10O3,3,3,2,1,-0.08307469166666667,0.070207949,0.457989645,3.6e-6,38720721 | MTBLS11904 | ST001814,Up in PD,0.6666666666666666,TRUE,TRUE
IK_AHLPHDHHMVZTML-UHFFFAOYSA-N,Ornithine,Ornithine,AHLPHDHHMVZTML-UHFFFAOYSA-N,C5H12N2O2,3,3,2,1,0.21936549833333335,0.325117103,0.405365059,NA,34577635 | MTBLS11904 | ST001814,Up in PD,0.6666666666666666,TRUE,TRUE
IK_QIVBCDIJIAJPQS-VIFPVBQESA-N,Tryptophan,Tryptophan | L-Tryptophan,QIVBCDIJIAJPQS-VIFPVBQESA-N,C11H12N2O2,3,3,2,1,-0.012536918333333332,0.144304556,0.380821784,3.35e-5,38720721 | MTBLS11904 | ST001814,Up in PD,0.6666666666666666,TRUE,TRUE
IK_DTOSIQBPPRVQHS-PDBXOOCHSA-N,Linolenic Acid,Linolenic Acid | FFA 18:3,DTOSIQBPPRVQHS-PDBXOOCHSA-N,C18H30O2,3,3,1,2,-0.159374234,-0.187057771,0.377069649,0.0331,33485385 | MTBLS11904 | ST003159,Down in PD,0.6666666666666666,TRUE,TRUE
IK_BHYOQNUELFTYRT-DPAQBDIFSA-N,cholesterol 3-sulfate,cholesterol 3-sulfate | Cholesterol sulfate,BHYOQNUELFTYRT-DPAQBDIFSA-N,C27H46O4S,3,3,1,2,-0.23833261766666666,-0.358453971,0.36215794,3.75e-6,37755270 | 38720721 | MTBLS11904,Down in PD,0.6666666666666666,TRUE,TRUE
IK_LEHOTFFKMJEONL-UHFFFAOYSA-N,Uric acid,Uric acid,LEHOTFFKMJEONL-UHFFFAOYSA-N,C5H4N4O3,3,3,2,1,-0.09364141499999999,0.027135646,0.345564459,1.22e-5,38720721 | MTBLS11904 | ST001814,Up in PD,0.6666666666666666,TRUE,TRUE
IK_XGILAAMKEQUXLS-UHFFFAOYSA-N,Indolelactic acid,Indolelactic acid,XGILAAMKEQUXLS-UHFFFAOYSA-N,C11H11NO3,3,3,2,1,-0.07234603666666665,0.029731256,0.304006187,0.0109,33485385 | MTBLS11904 | ST003159,Up in PD,0.6666666666666666,TRUE,TRUE
IK_UGAGPNKCDRTDHP-UHFFFAOYSA-N,"l-dopa (3,4-dihydroxy-l-phenylalanine)","l-dopa (3,4-dihydroxy-l-phenylalanine) | 16-Hydroxyhexadecanoic acid | Juniperic acid",UGAGPNKCDRTDHP-UHFFFAOYSA-N,C16H32O3,2,2,1,1,-3.5428967979999997,-3.5428967979999997,7.369087624,8.1e-7,38516193 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
IK_PFDUUKDQEHURQC-UHFFFAOYSA-N,3-Methoxytyrosine,3-Methoxytyrosine,PFDUUKDQEHURQC-UHFFFAOYSA-N,C10H13NO4,2,2,1,1,3.259399158,3.259399158,6.552715202,5.45e-14,38720721 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
IK_CBQJSKKFNMDLON-JTQLQIEISA-N,N-Acetyl-L-phenylalanine,N-Acetyl-L-phenylalanine | N-Acetylphenylalanine,CBQJSKKFNMDLON-JTQLQIEISA-N,C11H13NO3,2,2,1,1,1.4564000005000002,1.4564000005000002,6.206158944,1.89e-16,38720721 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
IK_KKADPXVIOXHVKN-UHFFFAOYSA-N,4-Hydroxyphenylpyruvic acid,4-Hydroxyphenylpyruvic acid,KKADPXVIOXHVKN-UHFFFAOYSA-N,C9H8O4,2,2,1,1,-2.238816005,-2.238816005,4.53951953,5.54e-4,38720721 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
IK_KSEBMYQBYZTDHS-HWKANZROSA-N,trans-Ferulic acid,trans-Ferulic acid | Ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,C10H10O4,2,2,1,1,1.6091681795,1.6091681795,3.907996238,0.00529,38720721 | ACS1517,Discordant/tie,0.5,TRUE,TRUE
IK_PMTMAFAPLCGXGK-JMTMCXQRSA-N,12-oxo-PDA,12-oxo-PDA | glucose 6-phosphate,PMTMAFAPLCGXGK-JMTMCXQRSA-N,C18H28O3,2,2,1,1,-1.8763869204999999,-1.8763869204999999,3.797021923,0.0074,38516193 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
IK_WTJKGGKOPKCXLL-VYOBOKEXSA-N,2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine,2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine | PC(16:0/18:1(9Z)),WTJKGGKOPKCXLL-VYOBOKEXSA-N,C42H82NO8P,2,2,1,1,1.0224129425,1.0224129425,2.141759747,0.00762,38720721 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
IK_AWDRATDZQPNJFN-VAYUFCLWSA-N,Taurodeoxycholic acid,Taurodeoxycholic acid,AWDRATDZQPNJFN-VAYUFCLWSA-N,C26H45NO6S,2,2,1,1,0.2751573705,0.2751573705,1.777331189,0.0017,ACS1517 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
IK_SONNWYBIRXJNDC-VIFPVBQESA-N,phenylephrine,phenylephrine,SONNWYBIRXJNDC-VIFPVBQESA-N,C9H13NO2,2,2,1,1,-0.32062691749999994,-0.32062691749999994,1.621488377,2.17e-10,38720721 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
